example_id,capability,split,kind,source_capability,topic,difficulty,prompt,reference
algorithms-train-target-031,algorithms,train,target,algorithms,bfs,hard,Which standard graph traversal finds shortest-path distances by number of edges in unweighted graph `G103`?,Breadth-first search (BFS).
algorithms-train-target-032,algorithms,train,target,algorithms,dijkstra,hard,"For Dijkstra's algorithm on sparse graph `G103` with nonnegative edge weights, which priority-queue structure is conventionally used to repeatedly extract the smallest tentative distance?",A min-heap (min-priority queue).
algorithms-train-target-033,algorithms,train,target,algorithms,two_sum,hard,"For array `A103`, what data structure gives the standard O(n) expected-time Two Sum solution by storing previously seen values?",A hash table (dictionary/map).
algorithms-train-target-034,algorithms,train,target,algorithms,sliding_window,hard,"For array `A103`, what is the time complexity of computing the maximum sum of every contiguous window of fixed length 10 using a rolling sliding window?",O(n)
algorithms-train-target-035,algorithms,train,target,algorithms,prefix_sum,hard,"After O(n) preprocessing of a one-dimensional prefix-sum array for `A103`, what is the time complexity of one range-sum query?",O(1)
algorithms-train-target-036,algorithms,train,target,algorithms,union_find,hard,"In connectivity problem `N103`, which data structure is designed to maintain disjoint sets while supporting repeated union and connectivity queries efficiently?",Disjoint-set union (union-find).
algorithms-train-target-037,algorithms,train,target,algorithms,topological_sort,hard,"What is the time complexity of topological sorting directed graph `G103` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
algorithms-train-target-038,algorithms,train,target,algorithms,top_k,hard,"For dataset `D103`, what is the time complexity of finding the largest 10 items from n items by maintaining a min-heap of size 10?",O(n log k)
algorithms-train-target-039,algorithms,train,target,algorithms,intervals,hard,"For unsorted interval collection `I103`, what is the standard time complexity of merging all overlapping intervals?",O(n log n)
algorithms-train-target-040,algorithms,train,target,algorithms,binary_search,medium,What is the worst-case time complexity of binary search on sorted array `A104` with 204 elements? Answer in Big-O notation.,O(log n)
algorithms-train-target-041,algorithms,train,target,algorithms,bfs,medium,Which standard graph traversal finds shortest-path distances by number of edges in unweighted graph `G104`?,Breadth-first search (BFS).
algorithms-train-target-042,algorithms,train,target,algorithms,dijkstra,medium,"For Dijkstra's algorithm on sparse graph `G104` with nonnegative edge weights, which priority-queue structure is conventionally used to repeatedly extract the smallest tentative distance?",A min-heap (min-priority queue).
algorithms-train-target-043,algorithms,train,target,algorithms,two_sum,medium,"For array `A104`, what data structure gives the standard O(n) expected-time Two Sum solution by storing previously seen values?",A hash table (dictionary/map).
algorithms-train-target-044,algorithms,train,target,algorithms,sliding_window,medium,"For array `A104`, what is the time complexity of computing the maximum sum of every contiguous window of fixed length 3 using a rolling sliding window?",O(n)
algorithms-train-target-045,algorithms,train,target,algorithms,prefix_sum,medium,"After O(n) preprocessing of a one-dimensional prefix-sum array for `A104`, what is the time complexity of one range-sum query?",O(1)
algorithms-train-target-046,algorithms,train,target,algorithms,union_find,medium,"In connectivity problem `N104`, which data structure is designed to maintain disjoint sets while supporting repeated union and connectivity queries efficiently?",Disjoint-set union (union-find).
algorithms-train-target-047,algorithms,train,target,algorithms,topological_sort,medium,"What is the time complexity of topological sorting directed graph `G104` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
algorithms-train-target-048,algorithms,train,target,algorithms,top_k,medium,"For dataset `D104`, what is the time complexity of finding the largest 3 items from n items by maintaining a min-heap of size 3?",O(n log k)
algorithms-train-target-049,algorithms,train,target,algorithms,intervals,medium,"For unsorted interval collection `I104`, what is the standard time complexity of merging all overlapping intervals?",O(n log n)
algorithms-heldout-target-000,algorithms,heldout,target,algorithms,binary_search,easy,What is the worst-case time complexity of binary search on sorted array `A200` with 300 elements? Answer in Big-O notation.,O(log n)
algorithms-heldout-target-001,algorithms,heldout,target,algorithms,bfs,easy,Which standard graph traversal finds shortest-path distances by number of edges in unweighted graph `G200`?,Breadth-first search (BFS).
algorithms-heldout-target-002,algorithms,heldout,target,algorithms,dijkstra,easy,"For Dijkstra's algorithm on sparse graph `G200` with nonnegative edge weights, which priority-queue structure is conventionally used to repeatedly extract the smallest tentative distance?",A min-heap (min-priority queue).
algorithms-heldout-target-003,algorithms,heldout,target,algorithms,two_sum,easy,"For array `A200`, what data structure gives the standard O(n) expected-time Two Sum solution by storing previously seen values?",A hash table (dictionary/map).
algorithms-heldout-target-004,algorithms,heldout,target,algorithms,sliding_window,easy,"For array `A200`, what is the time complexity of computing the maximum sum of every contiguous window of fixed length 3 using a rolling sliding window?",O(n)
algorithms-heldout-target-005,algorithms,heldout,target,algorithms,prefix_sum,easy,"After O(n) preprocessing of a one-dimensional prefix-sum array for `A200`, what is the time complexity of one range-sum query?",O(1)
algorithms-heldout-target-006,algorithms,heldout,target,algorithms,union_find,easy,"In connectivity problem `N200`, which data structure is designed to maintain disjoint sets while supporting repeated union and connectivity queries efficiently?",Disjoint-set union (union-find).
algorithms-heldout-target-007,algorithms,heldout,target,algorithms,topological_sort,easy,"What is the time complexity of topological sorting directed graph `G200` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
algorithms-heldout-target-008,algorithms,heldout,target,algorithms,top_k,easy,"For dataset `D200`, what is the time complexity of finding the largest 3 items from n items by maintaining a min-heap of size 3?",O(n log k)
algorithms-heldout-target-009,algorithms,heldout,target,algorithms,intervals,easy,"For unsorted interval collection `I200`, what is the standard time complexity of merging all overlapping intervals?",O(n log n)
algorithms-heldout-target-010,algorithms,heldout,target,algorithms,binary_search,medium,What is the worst-case time complexity of binary search on sorted array `A201` with 301 elements? Answer in Big-O notation.,O(log n)
algorithms-heldout-target-011,algorithms,heldout,target,algorithms,bfs,medium,Which standard graph traversal finds shortest-path distances by number of edges in unweighted graph `G201`?,Breadth-first search (BFS).
algorithms-heldout-target-012,algorithms,heldout,target,algorithms,dijkstra,medium,"For Dijkstra's algorithm on sparse graph `G201` with nonnegative edge weights, which priority-queue structure is conventionally used to repeatedly extract the smallest tentative distance?",A min-heap (min-priority queue).
algorithms-heldout-target-013,algorithms,heldout,target,algorithms,two_sum,medium,"For array `A201`, what data structure gives the standard O(n) expected-time Two Sum solution by storing previously seen values?",A hash table (dictionary/map).
algorithms-heldout-target-014,algorithms,heldout,target,algorithms,sliding_window,medium,"For array `A201`, what is the time complexity of computing the maximum sum of every contiguous window of fixed length 4 using a rolling sliding window?",O(n)
algorithms-heldout-target-015,algorithms,heldout,target,algorithms,prefix_sum,medium,"After O(n) preprocessing of a one-dimensional prefix-sum array for `A201`, what is the time complexity of one range-sum query?",O(1)
algorithms-heldout-target-016,algorithms,heldout,target,algorithms,union_find,medium,"In connectivity problem `N201`, which data structure is designed to maintain disjoint sets while supporting repeated union and connectivity queries efficiently?",Disjoint-set union (union-find).
algorithms-heldout-target-017,algorithms,heldout,target,algorithms,topological_sort,medium,"What is the time complexity of topological sorting directed graph `G201` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
algorithms-heldout-target-018,algorithms,heldout,target,algorithms,top_k,medium,"For dataset `D201`, what is the time complexity of finding the largest 4 items from n items by maintaining a min-heap of size 4?",O(n log k)
